region,region_code,age_band,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Leicester,E06000016,All ages,282757.0,285295.0,288648.0,294127.0,301543.0,306548.0,311303.0,315473.0,319708.0,324912.0,329627.0,334099.0,338852.0,342917.0,349853.0,356789.0,361895.0,367094.0,369776.0,368922.0,366940.0,373086.0,382696.0,388348.0
Rutland,E06000017,Aged 0 - 15,6648.0,6880.0,6853.0,6700.0,6686.0,6705.0,6739.0,6845.0,6738.0,6696.0,6644.0,6568.0,6617.0,6690.0,6747.0,6723.0,6851.0,6901.0,6870.0,6729.0,6688.0,6707.0,6611.0,6488.0
Rutland,E06000017,Aged 16 - 59/64,21159.0,21484.0,21582.0,21519.0,21746.0,21896.0,22088.0,22041.0,21854.0,21889.0,21652.0,21011.0,21415.0,21542.0,21401.0,21722.0,22135.0,22090.0,21909.0,22336.0,22860.0,22466.0,22100.0,22547.0
Rutland,E06000017,Aged 16 - 64,22148.0,22467.0,22614.0,22598.0,22932.0,23113.0,23431.0,23429.0,23224.0,23251.0,22975.0,22319.0,22689.0,22814.0,22620.0,22968.0,23378.0,23346.0,23232.0,23696.0,24268.0,23917.0,23519.0,24006.0
Rutland,E06000017,Aged 18 - 24,2526.0,2562.0,2594.0,2540.0,2517.0,2597.0,2723.0,2822.0,2840.0,2720.0,2707.0,2680.0,2858.0,2934.0,2930.0,2844.0,2902.0,2857.0,2607.0,2681.0,2925.0,2703.0,2573.0,2736.0
Rutland,E06000017,Aged 65 and over,5802.0,5948.0,6092.0,6325.0,6497.0,6692.0,6940.0,7204.0,7455.0,7723.0,7962.0,8227.0,8527.0,8790.0,9071.0,9353.0,9602.0,9806.0,10073.0,10208.0,10386.0,10541.0,10677.0,10949.0
Rutland,E06000017,All ages,34598.0,35295.0,35559.0,35623.0,36115.0,36510.0,37110.0,37478.0,37417.0,37670.0,37581.0,37114.0,37833.0,38294.0,38438.0,39044.0,39831.0,40053.0,40175.0,40633.0,41342.0,41165.0,40807.0,41443.0
Nottingham,E06000018,Aged 0 - 15,52695.0,51795.0,51018.0,50433.0,50775.0,51497.0,52090.0,52938.0,53714.0,54615.0,55703.0,56275.0,56897.0,57509.0,58271.0,59504.0,60088.0,60603.0,60732.0,60379.0,59266.0,59677.0,60405.0,61014.0
Nottingham,E06000018,Aged 16 - 59/64,172355.0,176659.0,181791.0,187117.0,192348.0,193774.0,194872.0,196747.0,200035.0,203789.0,206638.0,209247.0,209405.0,210061.0,211996.0,214738.0,216610.0,217612.0,217855.0,217561.0,215492.0,221054.0,220495.0,223347.0
Nottingham,E06000018,Aged 16 - 64,177781.0,181933.0,186949.0,192218.0,197518.0,198945.0,200399.0,202423.0,205783.0,209621.0,212581.0,214993.0,215201.0,216073.0,218140.0,220997.0,223042.0,224182.0,224523.0,224411.0,222598.0,228455.0,228066.0,230901.0
Nottingham,E06000018,Aged 18 - 24,42408.0,45704.0,49625.0,53314.0,55046.0,54319.0,53285.0,52315.0,53203.0,55402.0,57815.0,60346.0,59361.0,59842.0,61199.0,62532.0,63680.0,63683.0,62246.0,61863.0,61553.0,67192.0,65296.0,68214.0
Nottingham,E06000018,Aged 65 and over,38463.0,38041.0,37580.0,36973.0,36541.0,36017.0,35675.0,35422.0,35311.0,35517.0,35615.0,36168.0,36583.0,36757.0,36854.0,37124.0,37248.0,37538.0,37905.0,38032.0,38114.0,38440.0,38715.0,39162.0
Nottingham,E06000018,All ages,268939.0,271769.0,275547.0,279624.0,284834.0,286459.0,288164.0,290783.0,294808.0,299753.0,303899.0,307436.0,308681.0,310339.0,313265.0,317625.0,320378.0,322323.0,323160.0,322822.0,319978.0,326572.0,327186.0,331077.0
"Herefordshire, County of",E06000019,Aged 0 - 15,34011.0,33681.0,33540.0,33178.0,32828.0,32325.0,31928.0,31770.0,31596.0,31452.0,31353.0,31319.0,31310.0,31145.0,30934.0,30712.0,30679.0,30669.0,30398.0,30036.0,29818.0,30067.0,30388.0,30337.0
"Herefordshire, County of",E06000019,Aged 16 - 59/64,102121.0,102327.0,102285.0,102324.0,102561.0,104021.0,105290.0,106256.0,106163.0,105954.0,105991.0,105492.0,104997.0,104893.0,104620.0,104325.0,103833.0,102793.0,102004.0,101232.0,101802.0,101377.0,101687.0,101635.0
"Herefordshire, County of",E06000019,Aged 16 - 64,107223.0,107449.0,107587.0,107814.0,108332.0,110096.0,111871.0,113101.0,113111.0,112891.0,112890.0,112072.0,111461.0,111201.0,110948.0,110744.0,110400.0,109484.0,108695.0,107954.0,108824.0,108588.0,109016.0,109194.0
"Herefordshire, County of",E06000019,Aged 18 - 24,10469.0,10639.0,10653.0,10877.0,11040.0,11653.0,12331.0,12908.0,13485.0,13539.0,13436.0,13313.0,13386.0,13504.0,13201.0,12761.0,12686.0,12162.0,11828.0,11516.0,11604.0,11309.0,11268.0,11017.0
"Herefordshire, County of",E06000019,Aged 65 and over,33651.0,34128.0,34521.0,35041.0,35427.0,35682.0,36131.0,36920.0,37660.0,38522.0,39376.0,40817.0,41977.0,43177.0,43896.0,44769.0,45608.0,46358.0,47280.0,47896.0,48880.0,49863.0,50641.0,51516.0
"Herefordshire, County of",E06000019,All ages,174885.0,175258.0,175648.0,176033.0,176587.0,178103.0,179930.0,181791.0,182367.0,182865.0,183619.0,184208.0,184748.0,185523.0,185778.0,186225.0,186687.0,186511.0,186373.0,185886.0,187522.0,188518.0,190045.0,191047.0
Telford and Wrekin,E06000020,Aged 0 - 15,35305.0,35187.0,34870.0,34823.0,34522.0,34322.0,34120.0,33985.0,34122.0,33987.0,34252.0,34438.0,34364.0,34465.0,34822.0,35052.0,35585.0,36116.0,36486.0,36740.0,36870.0,37669.0,38422.0,39173.0
Telford and Wrekin,E06000020,Aged 16 - 59/64,99779.0,100320.0,100614.0,100957.0,101763.0,102610.0,102746.0,102727.0,102595.0,102775.0,103069.0,103052.0,103348.0,103905.0,104919.0,106286.0,107038.0,107734.0,108897.0,109268.0,110624.0,112180.0,114123.0,115758.0
Telford and Wrekin,E06000020,Aged 16 - 64,103549.0,104175.0,104546.0,104992.0,105902.0,106928.0,107404.0,107609.0,107652.0,107920.0,108236.0,108017.0,108152.0,108719.0,109779.0,111125.0,111869.0,112686.0,113956.0,114449.0,116014.0,117813.0,119964.0,121785.0
Telford and Wrekin,E06000020,Aged 18 - 24,13255.0,13535.0,13917.0,14075.0,14417.0,14994.0,15460.0,15401.0,15361.0,15381.0,15436.0,15652.0,15676.0,15694.0,15960.0,15995.0,15494.0,15275.0,15299.0,14985.0,14939.0,14880.0,15204.0,15225.0
Telford and Wrekin,E06000020,Aged 65 and over,19719.0,20039.0,20432.0,20788.0,21111.0,21460.0,21844.0,22495.0,23115.0,23734.0,24343.0,25509.0,26498.0,27426.0,28297.0,29175.0,30074.0,30746.0,31639.0,32294.0,32973.0,33518.0,34031.0,34994.0
Telford and Wrekin,E06000020,All ages,158573.0,159401.0,159848.0,160603.0,161535.0,162710.0,163368.0,164089.0,164889.0,165641.0,166831.0,167964.0,169014.0,170610.0,172898.0,175352.0,177528.0,179548.0,182081.0,183483.0,185857.0,189000.0,192417.0,195952.0
Stoke-on-Trent,E06000021,Aged 0 - 15,47856.0,47158.0,46807.0,46765.0,46847.0,46945.0,46948.0,47840.0,48003.0,48187.0,48408.0,49112.0,49577.0,50254.0,50903.0,51624.0,52305.0,52791.0,52987.0,52973.0,52276.0,52883.0,54172.0,55498.0
Stoke-on-Trent,E06000021,Aged 16 - 59/64,147594.0,148103.0,148670.0,149965.0,150338.0,151899.0,152146.0,152666.0,152466.0,153301.0,153934.0,154131.0,154378.0,154612.0,154247.0,155094.0,155880.0,155771.0,155295.0,154606.0,154007.0,155354.0,158728.0,161362.0
Stoke-on-Trent,E06000021,Aged 16 - 64,153456.0,153941.0,154673.0,156127.0,156570.0,158266.0,159007.0,159705.0,159697.0,160626.0,161308.0,161016.0,161063.0,161251.0,160873.0,161803.0,162737.0,162723.0,162306.0,161669.0,161256.0,162657.0,166132.0,168897.0
Stoke-on-Trent,E06000021,Aged 18 - 24,23660.0,24295.0,25031.0,25630.0,25226.0,25647.0,25575.0,25591.0,25487.0,25662.0,25886.0,26532.0,26263.0,25817.0,25169.0,24664.0,24694.0,24529.0,23923.0,23082.0,22655.0,22593.0,22941.0,23690.0
Stoke-on-Trent,E06000021,Aged 65 and over,39110.0,38856.0,38551.0,38186.0,38064.0,37858.0,37742.0,37964.0,38169.0,38568.0,39003.0,40194.0,40928.0,41811.0,42319.0,42741.0,43193.0,43329.0,43888.0,44224.0,44570.0,45084.0,45518.0,46030.0
Stoke-on-Trent,E06000021,All ages,240422.0,239955.0,240031.0,241078.0,241481.0,243069.0,243697.0,245509.0,245869.0,247381.0,248719.0,250322.0,251568.0,253316.0,254095.0,256168.0,258235.0,258843.0,259181.0,258866.0,258102.0,260624.0,265822.0,270425.0
Bath and North East Somerset,E06000022,Aged 0 - 15,30799.0,30316.0,30002.0,29635.0,29324.0,29387.0,29521.0,29530.0,29475.0,29453.0,29553.0,29820.0,30022.0,30155.0,30558.0,31040.0,31215.0,31388.0,31388.0,31402.0,31701.0,32056.0,32157.0,32026.0
Bath and North East Somerset,E06000022,Aged 16 - 59/64,103890.0,105023.0,105729.0,106198.0,107094.0,106797.0,107613.0,107991.0,107303.0,107777.0,108442.0,108380.0,109651.0,110191.0,111932.0,113932.0,114827.0,116652.0,116852.0,118092.0,117400.0,119555.0,121803.0,122768.0
Bath and North East Somerset,E06000022,Aged 16 - 64,108167.0,109290.0,110065.0,110688.0,111724.0,111650.0,112834.0,113410.0,112790.0,113308.0,113926.0,113632.0,114805.0,115287.0,116996.0,119024.0,119967.0,121792.0,122039.0,123475.0,122986.0,125287.0,127626.0,128918.0
Bath and North East Somerset,E06000022,Aged 18 - 24,17017.0,18210.0,19194.0,20009.0,20973.0,21176.0,21662.0,21437.0,21043.0,21731.0,22716.0,23163.0,24080.0,24122.0,24934.0,26271.0,26501.0,27418.0,26665.0,27157.0,26036.0,27866.0,29603.0,30812.0
Bath and North East Somerset,E06000022,Aged 65 and over,30192.0,30213.0,30294.0,30262.0,30226.0,30167.0,30280.0,30625.0,31095.0,31506.0,32059.0,33146.0,33916.0,34623.0,35007.0,35443.0,35712.0,36309.0,36749.0,37097.0,37732.0,38124.0,38481.0,39084.0
Bath and North East Somerset,E06000022,All ages,169158.0,169819.0,170361.0,170585.0,171274.0,171204.0,172635.0,173565.0,173360.0,174267.0,175538.0,176598.0,178743.0,180065.0,182561.0,185507.0,186894.0,189489.0,190176.0,191974.0,192419.0,195467.0,198264.0,200028.0
"Bristol, City of",E06000023,Aged 0 - 15,73543.0,72186.0,71606.0,71349.0,72054.0,72175.0,72460.0,73529.0,75268.0,76820.0,78706.0,80523.0,81644.0,82455.0,83342.0,84444.0,84680.0,84589.0,84352.0,83882.0,82512.0,82570.0,82440.0,82335.0
"Bristol, City of",E06000023,Aged 16 - 59/64,250745.0,252645.0,255311.0,260260.0,269138.0,272379.0,275230.0,276673.0,278677.0,280742.0,283331.0,285976.0,289898.0,293202.0,299824.0,306067.0,309028.0,312640.0,315003.0,317145.0,317296.0,325140.0,331332.0,338781.0
"Bristol, City of",E06000023,Aged 16 - 64,258740.0,260575.0,263422.0,268456.0,277528.0,280918.0,284315.0,286075.0,288284.0,290547.0,293294.0,295573.0,299383.0,302698.0,309225.0,315614.0,318662.0,322501.0,325060.0,327372.0,327766.0,335785.0,342151.0,349778.0
"Bristol, City of",E06000023,Aged 18 - 24,47728.0,48622.0,50331.0,53090.0,55759.0,56064.0,55818.0,56061.0,56442.0,56341.0,57069.0,56782.0,56225.0,55774.0,57824.0,58722.0,59416.0,60158.0,60557.0,60790.0,62103.0,67985.0,71418.0,73982.0
"Bristol, City of",E06000023,Aged 65 and over,57766.0,56974.0,56426.0,55938.0,55825.0,55335.0,55126.0,55218.0,55438.0,55677.0,56074.0,57168.0,57957.0,58681.0,59223.0,59530.0,59771.0,59936.0,60508.0,60597.0,61007.0,61284.0,61785.0,62286.0
"Bristol, City of",E06000023,All ages,390049.0,389735.0,391454.0,395743.0,405407.0,408428.0,411901.0,414822.0,418990.0,423044.0,428074.0,433264.0,438984.0,443834.0,451790.0,459588.0,463113.0,467026.0,469920.0,471851.0,471285.0,479639.0,486376.0,494399.0
North Somerset,E06000024,Aged 0 - 15,35773.0,35750.0,35988.0,36010.0,36065.0,36355.0,36561.0,36626.0,36731.0,36853.0,36699.0,36948.0,37306.0,37691.0,37741.0,38013.0,38168.0,38192.0,38326.0,38200.0,38140.0,38508.0,38924.0,39227.0
North Somerset,E06000024,Aged 16 - 59/64,111242.0,111876.0,112825.0,113495.0,114612.0,115826.0,116929.0,117055.0,116610.0,116487.0,115762.0,115599.0,116019.0,116547.0,117513.0,118459.0,118782.0,118937.0,119310.0,119244.0,119998.0,120478.0,122255.0,123786.0
North Somerset,E06000024,Aged 16 - 64,116587.0,117242.0,118310.0,119289.0,120767.0,122391.0,124092.0,124602.0,124313.0,124138.0,123345.0,122777.0,122942.0,123258.0,124173.0,125120.0,125442.0,125622.0,126054.0,126146.0,127047.0,127823.0,129648.0,131401.0
North Somerset,E06000024,Aged 18 - 24,11805.0,12123.0,12339.0,12507.0,12760.0,13137.0,13720.0,13734.0,13716.0,13927.0,13778.0,13693.0,13736.0,13741.0,14031.0,13942.0,13690.0,13619.0,13589.0,13561.0,13768.0,13418.0,13562.0,13874.0
North Somerset,E06000024,Aged 65 and over,36480.0,36726.0,37025.0,37477.0,37913.0,38282.0,38845.0,39625.0,40667.0,41976.0,43047.0,44740.0,46155.0,47668.0,48639.0,49527.0,50091.0,50546.0,51160.0,51504.0,52198.0,52733.0,53355.0,53950.0
North Somerset,E06000024,All ages,188840.0,189718.0,191323.0,192776.0,194745.0,197028.0,199498.0,200853.0,201711.0,202967.0,203091.0,204465.0,206403.0,208617.0,210553.0,212660.0,213701.0,214360.0,215540.0,215850.0,217385.0,219064.0,221927.0,224578.0
South Gloucestershire,E06000025,Aged 0 - 15,51047.0,50663.0,50205.0,49782.0,49376.0,49637.0,49608.0,49793.0,49878.0,49895.0,49972.0,49952.0,49857.0,49978.0,50545.0,50973.0,51438.0,52033.0,52441.0,52735.0,52991.0,53919.0,54976.0,55915.0
South Gloucestershire,E06000025,Aged 16 - 59/64,153325.0,154637.0,155599.0,157010.0,158323.0,159097.0,159244.0,159067.0,159434.0,159821.0,160716.0,161651.0,162852.0,163254.0,164205.0,166470.0,167877.0,169840.0,171346.0,172770.0,175236.0,177835.0,180726.0,184294.0
South Gloucestershire,E06000025,Aged 16 - 64,159465.0,160870.0,162041.0,163704.0,165321.0,166383.0,167007.0,167077.0,167478.0,167839.0,168689.0,169220.0,170205.0,170541.0,171419.0,173742.0,175300.0,177387.0,178951.0,180659.0,183330.0,186156.0,189328.0,193315.0
South Gloucestershire,E06000025,Aged 18 - 24,17712.0,18595.0,19679.0,20880.0,21635.0,22465.0,23287.0,22796.0,22254.0,22351.0,22691.0,22398.0,23989.0,23274.0,23398.0,24311.0,24175.0,24847.0,25015.0,24759.0,24792.0,25487.0,25888.0,26855.0
South Gloucestershire,E06000025,Aged 65 and over,35473.0,36222.0,36930.0,37740.0,38481.0,39238.0,40025.0,41100.0,42374.0,43737.0,44756.0,46569.0,48105.0,49321.0,50225.0,51093.0,51641.0,52299.0,53171.0,53788.0,54565.0,55316.0,56131.0,57102.0
South Gloucestershire,E06000025,All ages,245985.0,247755.0,249176.0,251226.0,253178.0,255258.0,256640.0,257970.0,259730.0,261471.0,263417.0,265741.0,268167.0,269840.0,272189.0,275808.0,278379.0,281719.0,284563.0,287182.0,290886.0,295391.0,300435.0,306332.0
Plymouth,E06000026,Aged 0 - 15,46935.0,46105.0,45375.0,44811.0,44434.0,44068.0,43870.0,44313.0,44394.0,44574.0,44933.0,44945.0,45111.0,45391.0,45690.0,46111.0,46458.0,46658.0,46750.0,46677.0,46083.0,46160.0,46373.0,46009.0
Plymouth,E06000026,Aged 16 - 59/64,149439.0,151824.0,153182.0,154147.0,157601.0,159318.0,160739.0,160619.0,160383.0,160660.0,162016.0,162185.0,163030.0,164237.0,164489.0,164755.0,164512.0,164230.0,162793.0,162012.0,161564.0,163493.0,165650.0,166629.0
Plymouth,E06000026,Aged 16 - 64,155520.0,157884.0,159280.0,160250.0,163888.0,165902.0,167952.0,168224.0,168099.0,168360.0,169661.0,169535.0,170108.0,171229.0,171366.0,171652.0,171590.0,171411.0,170182.0,169603.0,169395.0,171322.0,173591.0,174719.0
Plymouth,E06000026,Aged 18 - 24,24889.0,26792.0,28308.0,29754.0,31908.0,32893.0,33187.0,32713.0,32424.0,31938.0,32942.0,34137.0,34758.0,35395.0,34918.0,34358.0,33575.0,32986.0,30690.0,29141.0,28221.0,29088.0,30101.0,30424.0
Plymouth,E06000026,Aged 65 and over,38499.0,38561.0,38735.0,38976.0,39194.0,39208.0,39415.0,39951.0,40623.0,41293.0,41995.0,43406.0,44330.0,45360.0,46032.0,46677.0,47246.0,47620.0,48109.0,48550.0,49290.0,50025.0,50641.0,51339.0
Plymouth,E06000026,All ages,240954.0,242550.0,243390.0,244037.0,247516.0,249178.0,251237.0,252488.0,253116.0,254227.0,256589.0,257886.0,259549.0,261980.0,263088.0,264440.0,265294.0,265689.0,265041.0,264830.0,264768.0,267507.0,270605.0,272067.0
Torbay,E06000027,Aged 0 - 15,23320.0,23194.0,23187.0,23101.0,22894.0,22615.0,22473.0,22248.0,22050.0,21884.0,21691.0,21761.0,21928.0,22153.0,22390.0,22571.0,22784.0,22885.0,22814.0,22517.0,22210.0,22095.0,21883.0,21686.0
Torbay,E06000027,Aged 16 - 59/64,73255.0,73777.0,74341.0,74928.0,75256.0,75088.0,74962.0,74576.0,74006.0,73541.0,73025.0,72873.0,73218.0,73689.0,73840.0,74266.0,74654.0,74767.0,74675.0,74322.0,74880.0,74557.0,74665.0,74792.0
Torbay,E06000027,Aged 16 - 64,77247.0,77852.0,78558.0,79277.0,79677.0,79651.0,79962.0,79787.0,79212.0,78833.0,78353.0,77767.0,77956.0,78314.0,78401.0,78818.0,79313.0,79469.0,79484.0,79263.0,79906.0,79724.0,79966.0,80206.0
Torbay,E06000027,Aged 18 - 24,8360.0,8528.0,8748.0,8963.0,9212.0,9231.0,9324.0,9531.0,9694.0,9760.0,9638.0,9599.0,9693.0,9846.0,9699.0,9556.0,9342.0,9179.0,8727.0,8569.0,8701.0,8437.0,8339.0,8155.0
Torbay,E06000027,Aged 65 and over,29398.0,29475.0,29493.0,29559.0,29607.0,29591.0,29737.0,30035.0,30379.0,30726.0,31149.0,32278.0,33036.0,33750.0,34261.0,34783.0,35232.0,35746.0,36456.0,36915.0,37324.0,37616.0,37895.0,38234.0
Torbay,E06000027,All ages,129965.0,130521.0,131238.0,131937.0,132178.0,131857.0,132172.0,132070.0,131641.0,131443.0,131193.0,131806.0,132920.0,134217.0,135052.0,136172.0,137329.0,138100.0,138754.0,138695.0,139440.0,139435.0,139744.0,140126.0
Swindon,E06000030,Aged 0 - 15,37704.0,37865.0,37938.0,37930.0,38200.0,38434.0,39000.0,39817.0,40402.0,40851.0,41399.0,42237.0,42964.0,43681.0,44224.0,44840.0,45530.0,45925.0,46094.0,46209.0,46197.0,46729.0,47697.0,48180.0
Swindon,E06000030,Aged 16 - 59/64,113591.0,115342.0,117209.0,118806.0,121318.0,123436.0,126490.0,129421.0,130869.0,132206.0,133645.0,134903.0,136363.0,137665.0,139038.0,140367.0,142117.0,143302.0,143825.0,143534.0,143626.0,144410.0,146562.0,148714.0
Swindon,E06000030,Aged 16 - 64,117547.0,119231.0,121207.0,122928.0,125597.0,127882.0,131430.0,134667.0,136247.0,137663.0,139241.0,140242.0,141711.0,143124.0,144624.0,146046.0,147968.0,149281.0,149894.0,149824.0,150178.0,151173.0,153580.0,155927.0
Swindon,E06000030,Aged 18 - 24,13978.0,14150.0,14705.0,15021.0,15716.0,16211.0,16951.0,17484.0,17572.0,17534.0,17569.0,17522.0,17646.0,17736.0,17832.0,17622.0,17688.0,17508.0,17235.0,16659.0,16546.0,16128.0,16142.0,16408.0
Swindon,E06000030,Aged 65 and over,24878.0,25014.0,25223.0,25532.0,25887.0,26029.0,26512.0,27037.0,27722.0,28425.0,29069.0,30322.0,31319.0,32193.0,32957.0,33612.0,34182.0,34968.0,35946.0,36541.0,37385.0,38144.0,38941.0,39768.0
Swindon,E06000030,All ages,180129.0,182110.0,184368.0,186390.0,189684.0,192345.0,196942.0,201521.0,204371.0,206939.0,209709.0,212801.0,215994.0,218998.0,221805.0,224498.0,227680.0,230174.0,231934.0,232574.0,233760.0,236046.0,240218.0,243875.0
Peterborough,E06000031,Aged 0 - 15,34305.0,34412.0,34707.0,35125.0,35560.0,35836.0,36162.0,37073.0,37917.0,38645.0,39250.0,40554.0,41675.0,42855.0,44153.0,45527.0,46505.0,47400.0,47847.0,47934.0,48221.0,49220.0,50486.0,51216.0
Peterborough,E06000031,Aged 16 - 59/64,97557.0,98659.0,100010.0,101977.0,104881.0,107029.0,108682.0,110739.0,112360.0,113980.0,115459.0,117563.0,119563.0,120921.0,123425.0,126308.0,127998.0,129257.0,130195.0,130300.0,132066.0,132108.0,133549.0,134563.0
Peterborough,E06000031,Aged 16 - 64,100982.0,102128.0,103582.0,105562.0,108633.0,110957.0,112997.0,115237.0,116933.0,118596.0,120131.0,122159.0,124181.0,125659.0,128267.0,131197.0,132888.0,134271.0,135245.0,135433.0,137446.0,137589.0,139109.0,140271.0
Peterborough,E06000031,Aged 18 - 24,13550.0,13563.0,13891.0,14470.0,15095.0,15678.0,16348.0,16640.0,16923.0,16790.0,16847.0,17135.0,17322.0,17582.0,17837.0,17663.0,17373.0,16831.0,16479.0,16044.0,16201.0,16059.0,16072.0,16223.0
Peterborough,E06000031,Aged 65 and over,22152.0,22254.0,22489.0,22798.0,23027.0,23094.0,23284.0,23717.0,24113.0,24521.0,25076.0,25962.0,26632.0,27252.0,27826.0,28367.0,28844.0,29366.0,29934.0,30351.0,30803.0,31208.0,31688.0,32168.0
Peterborough,E06000031,All ages,157439.0,158794.0,160778.0,163485.0,167220.0,169887.0,172443.0,176027.0,178963.0,181762.0,184457.0,188675.0,192488.0,195766.0,200246.0,205091.0,208237.0,211037.0,213026.0,213718.0,216470.0,218017.0,221283.0,223655.0
Luton,E06000032,Aged 0 - 15,43300.0,42873.0,42590.0,42016.0,42378.0,42678.0,43347.0,44484.0,45414.0,46092.0,46835.0,47669.0,48736.0,49978.0,51454.0,52445.0,52787.0,52862.0,52804.0,52997.0,52417.0,52944.0,54001.0,55475.0
Luton,E06000032,Aged 16 - 59/64,116633.0,116573.0,115971.0,114998.0,116247.0,117706.0,119320.0,120261.0,122395.0,125543.0,128602.0,129601.0,131881.0,134272.0,136430.0,138433.0,137661.0,138127.0,139449.0,140114.0,141267.0,142867.0,147640.0,151179.0
Luton,E06000032,Aged 16 - 64,120391.0,120290.0,119654.0,118670.0,119981.0,121569.0,123296.0,124363.0,126571.0,129755.0,132812.0,133789.0,136076.0,138535.0,140713.0,142832.0,142126.0,142659.0,144092.0,144933.0,146097.0,147929.0,152783.0,156422.0
Luton,E06000032,Aged 18 - 24,19799.0,19777.0,19850.0,19832.0,20140.0,20957.0,21348.0,20798.0,20547.0,21085.0,21930.0,21770.0,21976.0,22294.0,22064.0,22140.0,21259.0,20908.0,21033.0,20866.0,21153.0,21224.0,22088.0,22704.0
Luton,E06000032,Aged 65 and over,22198.0,22468.0,22772.0,22877.0,23033.0,23065.0,23099.0,23237.0,23464.0,23736.0,23994.0,24415.0,24812.0,25236.0,25445.0,25675.0,25839.0,26011.0,26210.0,26202.0,26444.0,26673.0,26856.0,27193.0
Luton,E06000032,All ages,185889.0,185631.0,185016.0,183563.0,185392.0,187312.0,189742.0,192084.0,195449.0,199583.0,203641.0,205873.0,209624.0,213749.0,217612.0,220952.0,220752.0,221532.0,223106.0,224132.0,224958.0,227546.0,233640.0,239090.0
Southend-on-Sea,E06000033,Aged 0 - 15,32126.0,32183.0,32040.0,31846.0,31845.0,31640.0,31869.0,32216.0,32514.0,32747.0,33160.0,33333.0,33403.0,33753.0,33879.0,34144.0,34319.0,34650.0,34672.0,34396.0,34064.0,34238.0,34655.0,35189.0
Southend-on-Sea,E06000033,Aged 16 - 59/64,93736.0,94562.0,95087.0,95426.0,96567.0,98058.0,99042.0,100907.0,102064.0,103478.0,104790.0,104958.0,105419.0,106629.0,106770.0,107459.0,107958.0,107932.0,107673.0,106960.0,106577.0,106165.0,107223.0,108538.0
Southend-on-Sea,E06000033,Aged 16 - 64,97535.0,98505.0,99191.0,99672.0,100995.0,102759.0,104109.0,106193.0,107415.0,108844.0,110122.0,109980.0,110277.0,111468.0,111553.0,112198.0,112791.0,112781.0,112653.0,112111.0,111923.0,111602.0,112826.0,114258.0
Southend-on-Sea,E06000033,Aged 18 - 24,11472.0,11665.0,11922.0,11902.0,12237.0,12616.0,12798.0,13273.0,13548.0,13614.0,13717.0,13819.0,13935.0,14624.0,14113.0,14042.0,13820.0,13497.0,13242.0,12883.0,12780.0,12263.0,12016.0,12089.0
Southend-on-Sea,E06000033,Aged 65 and over,30701.0,30471.0,30206.0,29970.0,29805.0,29377.0,29451.0,29741.0,30084.0,30531.0,30992.0,31883.0,32670.0,33389.0,33771.0,34123.0,34295.0,34446.0,34790.0,34769.0,34668.0,34970.0,35290.0,35809.0
Southend-on-Sea,E06000033,All ages,160362.0,161159.0,161437.0,161488.0,162645.0,163776.0,165429.0,168150.0,170013.0,172122.0,174274.0,175196.0,176350.0,178610.0,179203.0,180465.0,181405.0,181877.0,182115.0,181276.0,180655.0,180810.0,182771.0,185256.0
Thurrock,E06000034,Aged 0 - 15,31402.0,31426.0,31495.0,31618.0,32019.0,32163.0,32401.0,33070.0,33465.0,33813.0,34372.0,34869.0,35261.0,36015.0,36857.0,37636.0,38464.0,39136.0,39648.0,39915.0,39536.0,40083.0,40727.0,41062.0
Thurrock,E06000034,Aged 16 - 59/64,90058.0,91369.0,92417.0,93225.0,94127.0,95424.0,96269.0,97102.0,97724.0,98566.0,99294.0,99919.0,100612.0,102061.0,103014.0,104233.0,105169.0,106385.0,107377.0,107945.0,108210.0,108265.0,109885.0,110787.0
Thurrock,E06000034,Aged 16 - 64,93164.0,94493.0,95648.0,96512.0,97521.0,99005.0,100172.0,101209.0,101916.0,102869.0,103657.0,104041.0,104581.0,106041.0,106881.0,108079.0,109034.0,110264.0,111321.0,111978.0,112444.0,112605.0,114325.0,115411.0
